Product,Original Price,Discounted Price
"Tava fixa pentru rack de perete SAFER, adancime tava 300mm, TAVAF45",44.99,39.0
"Conector IP20 RJ45G, Cat.6a, pentru AWG23, Schrack, HSISR6SI3A",45.99,43.0
"Set 100 mufe DCM cu surub, mufa de alimentare tata",46.99,45.99
"Cablu HDMI - lungime 3 metri, Kruger Matz KM0330",46.99,44.0
"Doza de conexiuni din aluminiu, Alb, Cu presetupa, Potrivita pentru camere de supraveghere, Safer SAF-1280ZJ-XS",47.99,43.63
"Prelungitor 4 posturi, 1.5 metri URZ3068-1.5B",47.99,45.0
"Raft fix pentru rack, adancime 450 mm, negru, otel laminat, ASYTECH Networking, ASY-S-450W",47.99,44.0
"Cutie de distributie pentru camere de supraveghere, Hikvision, DS-1280ZJ-DM21",47.99,35.28
"Pachet 50 x Mufa 12V alimentare Mama, conectare cu surub",47.99,39.99
Doza de distributie Dahua PFA130-E,48.99,41.0
"Suport de perete pentru camere, Dahua, rezistent la intemperii, PFB203W",48.99,41.0
Proiector 30W LED IP65 SLIM,48.99,46.0
"Cutie de plastic cu garnitura si presetupe, pentru conectare dispozitive electrice, surse si alimentatori, CUTIE225X311X130",48.99,46.0
"Sursa de alimentare in comutatie 24V 5A, Safer SAF-39PA",48.99,40.14
Pachet 50x Mufa camera BNC Tata F Mama,49.99,47.99
Set biti surubelnita si tubulara cheie cu clichet 38 piese,49.99,46.0
CABLU video VGA Tata - Tata 10 metri Gembird CC-PPVGA-10M-B,49.99,47.0
Cablu coaxial camere supraveghere Rola 50m RG6,49.99,45.0
Tester pentru mufe USB,49.99,46.0
Switch HDMI 3 IN la 1 OUT cu telecomanda,49.99,47.5
Distribuitor alimentare CCTV 8 canale 6AH cu filtrare,49.99,48.0
"Sursa de alimentare in comutatie, 4.2 A, 12 V, eficienta 85%, POS Power, POS-50-12-C2",49.99,45.0
"Cablu UTP + Alimentare gata mufat 30 metri, UTPPOW30M",49.99,44.0
Set 7 surubelnite cap magnetic Izolate 1000V,49.99,43.0
"Card de memorie SD 128Gb Kingston Clasa 10, SDCS/128GB",50.00,48.99
"Suport montaj pe stalp DAHUA, PFA152-E",51.99,44.0
"Doza de conexiuni Hikvision DS-1280ZJ-XS, din aluminiu, Alb",51.99,38.82
"Sursa de alimentare Safer YDS5V-6A, 5V, 6A, 30W, LED",51.99,49.0
"Sursa de alimentare 12 V, 10 Ah, 120 W, eficienta 88% SAF-ADZ120-C8",52.99,50.0
"Acumulator Li-Ion NCR18650B, 3400mAh, 3.6V, 6.5A, BAT0665",52.99,50.0
"Tub flexibil copex, gri, colac 50m, Kassinakis 24-45000516",52.99,50.0
"Sursa de alimentare SAF-ADZ60-C4, 12 V, 5 Ah, 60 W, eficienta 88%",52.99,50.0
"Doza de conexiuni din aluminiu, Hikvison, NEAGRA, DS-1280ZJ-XS BLACK",52.99,48.0
Cutie plastic cu presetupe CUTIE225X311X99,52.99,49.0
Set transmisie ePOE 400m-1000m over coaxial Dahua LR1002,53.99,44.0
Alimentator compatibil DVR / NVR Hikvision 12V - 5Ah,53.99,50.99
Trusa 8 piese Electric Set,54.99,48.0
"Patent pentru taiere, cu maner din cauciuc, chrome-vanadiu, 180mm, Proline 28481",54.99,51.0
"Sursa de alimentare in comutatie, 12V, 3A, Mean Well, LRS-35-12",54.99,51.0
"Doza din aluminiu pentru camere de supraveghere Dome sau Bullet, cu presetupa si garnituri, Safer SAF-1280ZJ-S",54.99,45.0
Card de memorie pentru stocare video Micro SD 128 GB Clasa 10 Dahua TF-C100/128GB,55.99,53.0
"Tub copex, diametru exterior 20mm, colac 50m, Kassinakis 24-45000520",56.99,54.0
"Sursa de alimentare in comutatie, 12V, 4.2A, Mean Well, LRS-50-12",56.99,52.0
"Doza de conexiuni rotunda, aluminiu, Hikvision DS-1280ZJ-TR13",56.99,52.96
"Tablou din ABS cu contrapanou de tip Dulap electric, cu incuietoare, aparent, 280x210x130mm, IP65, 32-440/2821",56.99,55.0
"Adaptor VGA + audio(in) - HDMI(out), Safer ZLA0795",56.99,54.0
Cleste sertizat mufe retea si telefonie,56.99,53.0
"Doza de conexiuni HIKVISION, DS-1260ZJ",57.99,42.35
"Doza din aluminiu pentru camere de supraveghere, Hikvision DS-1280ZJ-DM46",57.99,42.35
"CARD MicroSD ADATA 128GB Clasa 10 cu adaptor, AUSDX128GUICL10A1-RA1",57.99,56.0
"Doza de conexiuni rotunda Hikvision DS-1280ZJ-DM46(Black), din aluminiu, neagra",57.99,42.35
"Baterie VRLA AGM, 12V, pentru UPS-uri, Njoy GP07122F",57.99,53.0
"Prelungitor cu 6 prize, lungime cablu 1.5 metri, protectie supratensiune si protectie copii, curent maxim 16A, PRP6C1.5M",57.99,55.0
"Conector rapid cu gel, set de 200 bucati, K1x200",57.99,52.99
"Sursa de alimentare 24V/1.5A, montaj pe sina DIN, Safer SAF-24-DIN1.5",58.99,52.0
"Prelungitor cu 6 prize, 16A, 3500W, lungime 1.5m, protectie la supratensiune, URZ3069-1.5",58.99,56.0
"Cutie de distributie pentru camere de supraveghere Speed Dome, Dahua, din aluminiu, PFA120",58.99,49.0
Prelungitor 3 X 1.5MM 3 prize 5M intrerupator PS-3X5S,58.99,56.0
"Suport de montaj pentru colt, alb, Safer, SAF-PFA151",58.99,52.91
"Cleste pentru sertizat mufe BNC, SMA, F, TNC, UHF, CBMV-BNC",59.99,55.0
Tester pentru priza cu display digital Habotest HT106D,59.99,54.0
"Cablu coaxial camere supraveghere Rola 100m RG6, KAB0003",59.99,52.0
Cleste sertizare BNC,59.99,55.0
"Sursa de alimentare in comutatie, 3.2 A, 24 V, eficienta 85%, POS Power, POS-75-24-C2",59.99,54.0
"Cablu de retea UTP, Cat5e, CCA, 100 metri, Safer, SAF-CAT5EUN922I-U-100M-CCA",59.99,47.0
"Cablu HDMI, 4K, 10m, negru, Goobay GOOBAY-60626",59.99,56.0
"Conector neecranat Pass Through RJ45, Pachet 100 bucati, CAT 6E, TEL0072",59.99,44.99
Tester pentru cablu RJ11/ RJ12/ RJ45,59.99,58.0
Tester de priza 230V Uni-t UT07B-EU,59.99,50.0
"Prelungitor cu 6 prize, cu protectie, lungime cablu 3 metri, curent maxim 10A, PRP6C3M",59.99,56.0
MULTIMETRU UNIVERSAL RB-33B REBEL,59.99,54.0
Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,59.99,57.99
"Alimentator 12V - 5A cu 4 iesiri, SAF-60-12-4CH",59.99,57.0
Pachet 50 x Mufa BNC M - UTP cu surub,61.99,59.99
Prelungitor 3 X 1.5MM 5 prize 5M intrerupator PS-5X5S,61.99,58.0
"Masca si accesorii pentru montaj tablouri metalice, compatibil cu 32-400/30, Freder 32-400/3001",61.99,59.0
"Sursa de alimentare in comutatie, 6 A, 12 V, eficienta 85%, POS Power, POS-75-12-C2",62.99,55.0
"Sursa de alimentare in comutatie, 24V, 2.2A, 51.8W, Mean Well, LRS-50-24",62.99,57.0
"Extender cablu de retea FTP/UTP pasiv, RJ-45 prin cablul coaxial, max 250m, 100Mbps, EOC-200",64.99,62.0
"Sursa de alimentare Mean Well HDR-15-12, 12V, 1.25A, 15W, montare pe sina DIN",64.99,63.0
"Solid State Disk (SSD) - 120 GB ADATA 2.5"", SATA III, ASU650SS-120GT-R",64.99,62.0
"Termostat pentru rack, releu pentru pornire ventilator, Safer TERMO-RACK",64.99,31.0
"Convertor de tensiune 14-28VAC la 12VDC, 1.5A, EV18-A2412",64.99,62.0
"Detector de faza fire ingropate 230/380 V, URZ0573",64.99,60.0
"Prelungitor 6 posturi, lungime cablu 3 metri 3x1.5 mm",64.99,60.0
Multimetru digital UNIVERSAL RB-55 REBEL,65.99,63.0
"Alimentator camera supraveghere 12V 3A, Safer SAF-12V3A-IP67",65.99,59.0
"Fasete de prindere, otel, 4.6 mm x 250 mm, 100 bucati, V-TAC, SKU-11189",65.99,60.0
"Baterie VRLA AGM, 12V, 7 Ah, pentru UPS-uri, Long life, Njoy, GPL07122F",65.99,63.0
"Suport de perete pentru camere PTZ, Hikvision, DS-1294ZJ",66.99,49.42
"Card MicroSD, 128GB, Clasa 10, citire 95 Mbps, scriere 38 Mbps, IMOU, MICROSD128-IMOU",66.99,49.0
Prelungitor 4 posturi cu protectie 3 Metri,66.99,58.0
Telecomanda OSD UTC Dahua PFM820,66.99,56.0
"Sursa de alimentare in comutatie, 4.2 A, 24 V, eficienta 85%, POS Power, POS-100-24-C2",67.99,62.0
"PRELUNGITOR cu 6 prize, lungime de 5 metri si protectie 10A PRP6C5M",67.99,65.0
"Suport montaj pe perete pentru camere de supraveghere PTZ Hikvision, DS-1618ZJ",67.99,66.0
"Masca si accesorii pentru montaj tablou metalic, compatibil cu 32-400/40, Freder 32-400/4002",67.99,64.0
Set 100 buc conector neecranat Pass Through RJ45 CAT5E,68.99,62.99
"Sursa de alimentare in comutatie, 12V, 6A, Mean Well, LRS-75-12",68.99,64.0
"Card memorie microSD 128GB pentru supraveghere video, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/128GB",68.99,67.0
"Sursa de alimentare 12V @ 4.2A / 50.4W, Dimensiuni reduse, Pentru sisteme de supraveghere si securitate, Delta PMT-12V50W2BA",69.99,63.0
"Sursa de alimentare 12V 5A, cu backup, montaj in sina DIN SAF-DIN60-12UPSZ",69.99,59.0
Convertor HDMI mama RCA CVBS + Audio KOM0982,69.99,67.0
"Sursa de alimentare in comutatie, 8.4 A, 12 V, eficienta 85%, POS Power, POS-100-12-C2",69.99,62.0
"Splitter video 2 HDMI, DSP-2PH4-03",69.99,66.0
"Trepied Stativ foto - video, inaltime maxima 128 cm, ESP-EF109",69.99,66.0
"Cutie de distributie pentru camere supraveghere, IP66, Waterproof DAHUA PFA121",71.99,61.0
"Trusa de reparatii pentru smartphone, 122 de piese, SPACER SPRT-PHONE-122",71.99,68.0
Suport montaj pe perete DAHUA PFB605W,71.99,54.0
"Suport de montaj pe perete Hikvision DS-1272ZJ-110, aliaj de aluminiu, design impermeabil",71.99,53.0
"Doza pentru camere de supraveghere Dome si Bullet, 157×185×51.5mm, Safer SAF-1280ZJ-M",71.99,64.97
"Sursa de alimentare 12V/2A, montaj pe sina DIN, Safer SAF-12V2A-DIN",71.99,67.0
Proiector cu senzor de miscare 10W LED IP65 SLIM,71.99,67.0
"Doza conexiuni, rezistenta la apa, DAHUA PFA122",71.99,61.0
"Aparat de masurare curent si temperatura portabil de tip multimetru, 600V, 40°C, NCV, Buzzer, UNI-T UT123T",72.99,68.0
Multimetru digital ecran LCD UNI-T UT131D,73.99,70.0
Pachet 50 x Mufa BNC Tata sertizabila RG59,73.99,52.99
"Prelungitor 4 posturi, 5 metri, URZ3068-5B",74.99,70.0
"Cutie / Tablou din Plastic ABS, 33x25x14cm, pentru exterior IP65, 32-440/3314",74.99,73.0
"Sursa de alimentare in comutatie, 12V, 8.5A, Mean Well, LRS-100-12",74.99,70.0
Convertor video de la VGA la AV,74.99,70.0
"Sistem de prindere pentru camere de supraveghere pe stalpi, OR-150/T",74.99,71.0
"Sursa alimentare, 24V, 3.2 Ah (76.8W) tensiune reglabila 21.6 ~ 28.8V, Mean Well LRS-75-24",75.99,72.0
"Card microSD XC, Hikvision 64GB, Clasa 10, V30 HS-TF-M1STD-64G",75.99,72.0
"Raft fix pentru rack de podea, adancime raft 275 mm, Asytech, ASY-S-600F",75.99,69.0
"Sursa de alimentare 12V/2A, cu backup, montare pe sina DIN DR12024-01B",75.99,68.0
"Suport montaj pe perete pentru camere de supraveghere Dome Hikvision, DS-1272ZJ-120",76.99,56.49
"Cutie de distributie pentru camere de supraveghere Dome, Hikvision DS-1280ZJ-DM55",76.99,56.49
"Suport de montaj pe perete Hikvision DS-1272ZJ-120(black), aliaj aluminiu, negru",76.99,57.0
Proiector LED 30W 3000K 2400LM IP65 BR-BT61-03002,76.99,72.0
"Fasete de prindere, otel, 4.6 mm x 350 mm, 100 bucati, V-TAC, SKU-11191",77.99,74.0
"Baterie Long Life, 12V, GPL09122F, Pentru UPS, Njoy",77.99,76.0
"Suport camera montaj perete, PFB300S",78.99,66.0
"Sursa de alimentare in comutatie, 6.25 A, 24 V, eficienta 86%, POS Power, POS-150-24-C2",78.99,68.0
"Cablu S VGA tata-tata cu lungimea de 10 metri, KPO3710-10",79.99,76.0
Pachet 10 alimentatori 2A pentru camere de supraveghere alim2ax10,79.99,77.99
Cablu UTP Cat5e CCA rola 100 Metri,79.99,74.0
"Alimentator camera supraveghere 12V 5A, Pentru Exterior, Safer SAF-12V5A-IP67",79.99,73.0
"Cablu de retea UTP, Cat6, CCA, 100 metri, Safer, SAF-CAT6UN922I-C-100M-CCA",79.99,69.0
Telemetru Rebel MIE-RB-0015,79.99,73.5
"Sursa de alimentare 3 amperi, 12V, Back-up, cutie din plastic, SAF-SMJN03-12-7Z",79.99,69.0
MULTIMETRU DIGITAL UNI-T UT33B+,79.99,72.45
Sursa de alimentare de exterior IP 67 - 12V - 5Ah Mean Well LPV-60-12,79.99,74.0
"Suport pentru prinderea pe perete a camerelor Dome Hikvision, din metal si plastic, DS-1294ZJ-PT",79.99,78.0
"Proiector 50W LED IP65 SLIM, lumina rece, negru , 4250 lumeni",79.99,77.0
"Sursa de alimentare 12Vcc/2A, montaj pe sina DIN DR12024-01C",79.99,75.0
Cutie ABS cu incuietoare si contrapanou metalic 22X33X17 cm,79.99,68.25
SET SURUBELNITE 18 BUC CU STAND REBEL,79.99,69.0
"Prelungitor 6 cai 5 metri 3x1.5 mm, URZ3069-5B",79.99,77.0
"Sursa de alimentare ultra slim, 24V, 1.5A, montaj pe sina DIN, Mean Well HDR-30-24",80.99,76.0
Acumulator 12V Njoy HR09122F pentru UPS-uri profesionale,82.99,80.0
"Acumulator 18650 Li-ion, 3200 mAh, 3.7V, KEEPPOWER, ICR18650-320PCM",84.99,80.0
"Adaptor USB 3.0 TATA la HDMI MAMA, KOM0993",84.99,80.0
"Sursa de alimentare cu functie de UPS, montaj pe sina DIN, 24V 2.5A, Safer SAF-24-DIN2.5-UPS",84.99,80.0
"Sursa de alimentare in comutatie, 12.5 A, 12 V, eficienta 86%, POS Power, POS-150-12-C2",84.99,76.0
Videobalun activ receptor 1 canal video,84.99,78.0
"Cablu alimentare camere plat 2x0.5 mm, MYYUP2X0.5",84.99,80.0
"Sursa de alimentare cu buffer Mean Well SCP-35-12, 13.8V, 2.6A, 35.9W",84.99,82.0
"Priza rackabila 8 posturi SCHUKO cu intrerupator 1U, PDU 8P",84.99,72.0
Card de memorie pentru stocare video Micro SD 256GB Clasa 10 Dahua TF-C100/256GB,85.99,82.0
Brat de montaj camere speed dome Hikvision DS-1602ZJ,85.99,63.56
Sursa de alimentare cu backup liniara 12V 3Ah configurabila NO/NC AC-12DC3A-P,85.99,79.0
"Doza de conexiuni, rotunda, aluminiu, pentru camerele de tip DOME Hikvision, DS-1280ZJ-M",86.99,63.56
"Doza din aluminiu pentru camera dome/bullet, Hikvision DS-1280ZJ-S",86.99,63.56
Suport montaj camere supraveghere Dome Hikvision DS-1273ZJ-140,86.99,64.0
Proiector cu senzor de miscare 20W LED IP65 SLIM LEDMO20W,86.99,81.0
USB Extender pe UTP 50 de metri,86.99,82.85
"Suport de stalp pentru camere speedome, DS-1275ZJ",86.99,63.56
"Microfon CCTV Dahua HAP120, Omnidirectional 10-70m, tip condensator",87.99,85.0
"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-P",87.99,78.0
Sursa alimentare cu Back-up 12V-3A ZTP1203B,87.99,79.0
Cleste sertizat mufe retea si telefonie HT-240T,88.99,80.0
"Sursa de alimentare, 24V, 4.5A, 108W, eficienta 90%, Mean Well, LRS-100-24",88.99,84.0
"Switch cu 8 porturi Gigabit 10/100/1000 Mbps, Fara management, simplu de instalat, robust, Dahua PFS3008-8GT-L-V2",88.99,76.0
"Card de memorie microSD iMOU S1, 256 GB, U3, V30 38/95 MB/s, 3D TLC, potrivit pentru supraveghere video, MICROSD256-IMOU",88.99,85.0
"Tava fixa pentru rack de podea, adancime tava 350mm, TAVAF60-FLOOR",89.99,41.0
"Cutie ABS cu incuietoare si contrapanou metalic, 21x28x13cm, USA GRI, IP65 CP-5001",89.99,83.0
Trepied inaltime maxima 1350 mm,89.99,69.0
"Panou de montaj cu sina DIN pentru rack 19 inch, R77335",89.99,83.0
"Sursa de alimentare Safer, 24V 2.5A, 60W, eficienta energetica pana la 85%, SAF-24-DIN2.5-P",89.99,83.0
"Kit adaptor pentru alimentarea camerei de bord MINI 3, DDPAI HARDWIRE-KIT-MINI3",89.99,81.0
"Tava fixa pentru rack de podea, adancime tava 550mm, TAVAF80-FLOOR",89.99,74.0
"Sursa de alimentare 12V - 100W, 8.5Ah, 2 iesiri Delta Electronics, PMT-12V100W2BA",89.99,88.0
Cleste pentru mufe BNC Compresie,89.99,87.0
Releu de noapte pentru instalatii de iluminat Electra RN 02,89.99,86.0
"Wireless Range Extender Wi-Fi TP-LINK, TL-WA855RE",90.99,90.0
Cutie metalica IP30 280x295x78 cu contrapanou MPO171,90.99,87.0
Suport montaj pe perete cu doza de conexiuni inclusa DAHUA PFB302S-V2,91.99,77.0
Suport de montaj pentru colt Dahua PFA151,91.99,77.0
"Baterie MW Power, 12V, 9Ah, 151 x 65 x 94 mm (+6 mm borne), MWH9-12L",92.99,88.0
Aparat digital de masurare intensitate sunet (Decibelmetru) Uni-t UT353,93.99,94.0
"Stick memorie USB Type C USAMS US-ZB198, 16GB, zinc, gri",93.99,90.0
"Micro SD XC 128GB clasa de viteza V30, 92Mb/s - Hikvision HS-TF-C1STD-128G",93.99,87.0
"Polita fixa cu adancime de 500 mm, SHELF-800",94.99,86.0
"Sursa de alimentare in comutatie, 12V, 12.5A, Mean Well, LRS-150-12",94.99,87.0
"Copex Gewiss 16mm Negru, fara fir de tragere, ignifugat, rola 100m",94.99,92.0
"Polita fixa cu adancime 487 mm, SHELF-500",94.99,89.0
Multimetru digital Uni-t UT120B,94.99,92.0
"Cleste pentru sertizat mufe de retea RJ45 si telefon, compatibil Pass-Trough, CON300-CRIM-EZ",94.99,89.25
"Suport de tavan pentru camere, Hikvision, DS-1661ZJ",95.99,70.57
"Sursa de alimentare SMPS 12V - 25 Ah (300W) cu 3 iesiri, 12V/25A/B",95.99,84.0
Trusa de scule 39 de piese,95.99,91.0
Card de memorie SD 256Gb Kingston Clasa 10 SDCS2/256GB,95.99,94.0
"Cablu VGA pentru monitor, tata-tata, 15m, SVGA KPO3710-15",96.99,93.0
"Stabilizator de tensiune 1000VA, Njoy Paladin 1000, PWAV-10003PL-AZ01B",96.99,94.0
"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-UPS",97.99,88.0
"Cablu de retea FTP Cat5E cu alimentare 2x0.75mm, CCA, 100 metri, Safer, SAF-FTPCCA-CAT5E+POWER-100M",98.99,89.0
Tester pentru cablu HDMI UNI-T UT681HDMI,98.99,96.0
Set 100 buc conector ecranat Pass Through RJ45 CAT5E,98.99,84.99
"Sursa de alimentare, 12V, 12.5A / 150W, pentru sisteme de supraveghere, Delta Electronics PMT-12V150W2BA",98.99,94.0
Multimetru digital cu auto-indentificare UNI-T UT123D,99.99,95.99
"Cleste pentru sertizat conectori MC4, CSCSA",108.99,95.92
"Cutie metalica pentru exterior cu incuietoare si garnitura, 250x200x150mm, IP56, accesorii incluse, Freder, 32-400/25",99.99,95.0
Cutie ABS cu incuietoare si contrapanou metalic 25x35x15 USA Mata IP65,99.99,87.0
SPLITTER video VGA -1 X IN - 2 X OUT,99.99,95.0
"Masca si accesorii pentru montaj tablou metalic, compatibil cu 32-400/50, Freder 32-400/5003",99.99,97.0
Proiector cu senzor de miscare 30W LED IP65 SLIM,99.99,95.0
"Sursa de alimentare in comutatie, 24V, 6.5A, 156W, Mean Well, LRS-150-24",99.99,95.0
"Sursa de alimentare 5 amperi, 12V, Back-up, cutie din plastic SAF-SMJN05-12-7Z",99.99,89.0
"Truse de instrumente retea, HS-T03K",99.99,85.0
"Clampmetru digital 200mV-600V Rebel, MIE-RB-202",99.99,95.0
Detector Metal / Lemn / Tensiune 3 in 1 Rebel,102.99,96.0
SWITCH HDMI 4 INTRARI 1 IESIRE,103.99,99.0
"Sursa de alimentare ultra slim, 12V, 4.5A, montaj pe sina DIN, HDR-60-12",103.99,101.0
"Sursa de alimentare ultra slim, 24V, 2.5A, montaj pe sina DIN, HDR-60-24",104.99,102.0
"Sursa de alimentare in comutatie, 8.3 A, 24 V, eficienta 87%, POS Power, POS-200-24-C2",104.99,92.0
Aparat digital de masurare temperatura si umiditate Uni-t UT333,104.99,95.0
"Raft pentru rack pe podea, adancime 800mm, ASY-S-800F",104.99,100.0
"Card memorie microSD 256GB pentru supraveghere video, Kingston CANVAS GO Plus, U3, V30, 170 Mbps, cu adaptor, SDCG3/256GB",104.99,100.0
"Tablou cu contrapanou, usa transparenta, din ABS, IP65, 441/3314",104.99,94.0
Prelungitor SMART 3 prize si 3 USB 16Ah compatibil Tuya Gosund P1,104.99,99.0
"Suport de perete pentru camere Speed Dome Hikvision DS-1602ZJ-P, Gri (Platinum Gray) 306x182x97mm",105.99,80.59
"Suport montaj pe perete pentru camere de supraveghere PTZ Hikvision, DS-1605ZJ",105.99,77.64
"Tub Copex Riflat 16 mm, Cu fir de tragere, Rola 100m, Flexibil, Pliabil, Negru, gama FK15, PVC, Gewiss DX15116R",105.99,100.0
"Cablu alimentare camere plat 2x0.75, MYYUP2X0.75",105.99,102.0
"Suport pentru montare camera de supraveghere pe stalp, Hikvision DS-1275ZJ-S-SUS",105.99,77.64
"Copex Gewiss 20mm Negru, fara fir de tragere, ignifugat, rola 100m",106.99,104.0
"Suport TV Akai 3255TS2, diagolanala 32-55inch, greutate max. 35kg",108.99,104.0
20 X Doza aplicata de exterior 100x100 mm IP54,108.99,104.99
"Tub riflat cu sarma tip Copex Gewiss 16mm, rola 100 de metri",109.99,104.0
"Tester de tensiune, LED, functii smart, detectare secvente trifazate, True RMS, HT122",109.99,89.0
"Proiector LED cu sticla securizata 30W 2400LM 6500K IP44, Senzor de micare PIR, BR-BT61-23032",109.99,100.0
"Sursa de alimentare in comutatie, 16.7 A, 12 V, eficienta 85%, POS Power, POS-200-12-C2",109.99,96.0
"Alimentator pentru NVR-uri PoE, 48V, 3A, 144W, 48V/3A/5.5",109.99,105.0
"Cablu coaxial RG6 Cupru + 2X 0,75 alimentare CCA, 100M Safer, TW100SCCA",109.99,89.0
"Sursa de alimentare industriala 60W, 24V, 2.5 A, Meanwell MDR-60-24",110.99,106.0
"Suport cu coliere pentru montare camere bullet si speed dome pe stalp, maxim 10 kg, Dahua PFA150",112.99,95.0
CARD MicroSD ADATA 256GB Clasa 10 AUSDX256GUICL10A1-RA1,112.99,111.0
"Cleste de sertizare, pentru tuburile de capat TUL-6/12, Adelid ZTA-A",114.99,108.0
"Sursa alimentare cu Back-up 12V-5A, ZTP1205B",114.99,109.0
Tester cablu Rebel Localizare / Detectie / Testare MIE-RB-806R,114.99,109.0
"Raft fix cu adancime de 350 mm, SWAFSHELF-350",114.99,106.0
"Solid State Disk (SSD) - 240 GB ADATA 2.5"", SATA III, ASU650SS-240GTR",115.99,110.0
"Microfon pentru DVR Hikvision DS-2FP2020, analogic Hi-Fi DS-2FP2020",115.99,87.89
"Sursa comutatie 24V 1,6AH, 50W, cu incarcare baterie MEAN WELL SCP-50-24",115.99,109.0
Sursa de alimentare CCTV 4 iesiri cu Backup 3A,116.99,110.0
Proiector LED cu sticla securizata 50W 3000K 4000LM IP65,116.99,110.0
Pachet 20 x Alimentator camera supraveghere 12V 1A in comutatie,118.99,115.99
"Solid State Disk (SSD) - 256 GB ADATA 2.5"", SATA III, ASU650SS-256GT-R",118.99,116.0
Pachet 10 bucati X Set videobalun 4K 8MP/5MP AHD/CVI/TVI,118.99,99.99
"Tablou metalic pentru exterior, IP56, 300x250x150 mm, 32-400/30",119.99,112.0
Videobalun cu alimentare prin coaxial PoC POC-H201,119.99,117.0
Cablu FTP CAT6 CCA (Fir Litat) - Tambur 100 Metri G-FPC6004L100,119.99,109.0
"Cablu coaxial, cupru, cutie cu 100 metri, Dahua DH-PFM930-59N-100",119.99,112.0
"Sursa de alimentare in comutatie, 24V15",119.99,116.0
"Sursa de alimentare in comutatie, 12V 6.3A, montaj pe sina DIN, Safer SAF-12V-6A",119.99,110.0
"Sursa de alimentare 12V, 12.5A / 150W, pentru sisteme de supraveghere si securitate, PMT-12V150W1AA",119.99,112.0
"Cutie / Tablou din Plastic ABS, 40x30x21cm, pentru instalare in exterior IP65, 32-440/4021",119.99,113.0
Aparat de masura umiditate in lemn UNI-T UT377A,119.99,110.0
"Sursa de alimentare in comutatie, 14.6 A, 24 V, eficienta 85%, POS Power, POS-350-24-C2",122.99,117.0
"Sursa de alimentare in comutatie cu back-up Mean Well SCP-75-24, 27.6V, 2.7A, 74.5W",123.99,116.0
"Cutie ABS cu incuietoare si contrapanou metalic 30X40X16,5 USA Mata IP65",124.99,112.0
Tava mobila pentru rack cu adancime de 600 TAVAM-SLIDE300,124.99,119.0
"Sursa de alimentare petru instalatii LED, Mean Well, 24V @ 4.2 A ~ 100W, interior / exterior, IP67, cu protectie, LPV-100-24",124.99,122.0
"Sursa de alimentare in comutatie, 3.6A, 12V, Back-up, Mean Well, SCP-50-12",124.99,108.0
"Suport de colt pentru camere, Hikvision, DS-1602ZJ-CORNER",124.99,91.77
"Raft pentru RACK, reglabil 350-410 mm, NEGRU, TAVAF-R",126.99,120.0
Proiector cu senzor de miscare 50W LED IP65 SLIM,126.99,122.0
"Sursa de alimentare pentru instalatii LED, Mean Well, 12V - 8.5A ~ 102W, interior / exterior, IP67, cu protectie, LPV-100-12",127.99,122.0
"Cablu HDMI 2.0 4K @ 60Hz, Basic, KM1206",128.99,122.0
"Tub copex Gewiss flexibil de culoare neagra cu sonda, diametru 20mm, rola 100 de metri",129.99,125.0
Clampmetru digital 200mV-600V Habotest HT200B,129.99,114.0
Aparat de masura digital cu autoidentificare True RMS Habotest HT112A,129.99,110.0
"Suport montaj pe perete cu doza pentru camera dome, Hikvision, DS-1272ZJ-110B",129.99,95.31
"Cablu cupru 3 x 1,5, 10M, cu stecher si cupla, FS-UK1015",129.99,100.0
Cleste dezizolat si sertizat fire si cabluri fire electrice (8 AWG-26 AWG) Jonard WSC-826,129.99,123.0
"Cleste de sertizare mufe RJ45 CAT7 / CAT6 / CAT5, NAR0872",129.99,117.0
Cleste fibra optica pentru dezizolat fibre de 900µm şi 250µm HT-S144H,129.99,109.0
"Trusa de sertizare EZ, 54 piese, HS-T02EK",129.99,115.0
Extensie de alarma pentru DVR-urile DAHUA ARB1606,129.99,111.0
"Patch Panel rackabil 19"", 24 porturi, alb, Schrack, HSER0240GS",129.99,125.0
"Sistem de prindere pe tavan camere tip bullet, Dahua PFB600W",130.99,110.0
"Sursa de alimentare Mean Well EDR-120-12, 12V, 10A, 120W, montare pe sina DIN",132.99,126.0
"Cablu UTP CAT5E din cupru, 24AWG, rola 100m, Safer ADM-UTP5E24AWG-100M",133.99,127.0
Sursa alimentare cu Back-up 12V-5A si cu 4 iesiri protejate ZTP1205B-04F,134.99,120.0
"Sursa de alimentare 12V, 12.5A, 150W, Delta PMT-12V150W2CA",134.99,121.0
"Suport de montare pe perete pentru camere Dome Hikvision, DS-1273ZJ-DM25",134.99,98.84
